"scenario","germplasm","grain_yield","test_weight","heading_time","plant_height","net_merit"
"ST_GBLUP_22.23","IL16LCSDH-03-T-865-65",93.4993429751398,61.1214540068077,132.596733142532,98.2175089800699,585.973558531591
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-3",104.266123168457,60.6815793975751,131.652916393328,97.6028674663886,653.466147874391
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-8",95.3741607846681,61.2535714685439,131.456461028581,97.9759507054684,604.763814799808
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-20",98.1388048487448,61.62399646398,132.799878621886,96.0745166400028,617.214376395912
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-23",92.8747015980687,62.1474339899279,132.065645081324,95.0545350328995,592.704169269766
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-12",102.322268347879,59.849037531066,132.122602225049,97.242157346884,632.218668781278
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-17",105.726087650763,59.7491770995633,132.95390026546,100.345014447741,647.284553552595
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-52",95.9621403203133,59.8723233989649,130.872915476385,103.243166741225,600.991093209936
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-21",94.492090231883,62.5813994739092,134.670654758878,95.7123239379775,591.63459955541
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-22",95.8259974101091,61.7460156597896,133.003138486431,100.639688433051,602.76771912012
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-23",92.3399597747596,61.1632408182326,132.20987839039,100.891998753386,581.31775308659
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-31",94.1751699350058,61.9473426468136,133.462319890465,101.742772386621,591.554022035182
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-43",94.4335061359602,59.8200178802293,134.20444953677,97.8605464719198,572.982795688096
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-47",95.5283406571571,60.0041128482743,133.340187735324,101.080903647054,585.755767458853
"ST_GBLUP_22.23","IL16LCSDH-08-T-2663-21",103.406351776274,61.2872504242979,132.348612896656,103.269016492192,649.397686785658
"ST_GBLUP_22.23","IL16LCSDH-08-T-2663-55",101.811565666062,62.0565557617688,131.411054882093,101.480271433623,651.053046045521
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-16",102.552556323536,62.7930331801301,132.969560264584,97.1064275325961,653.080480962902
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-18",101.012837969794,61.1627510543949,132.982369939273,98.8162635694295,630.198447865796
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-20",104.112520018499,62.426186717389,132.83807908253,97.5333986303003,660.514927987924
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-23",102.638299749755,62.3745994961888,132.947016877092,97.8069746136203,650.305878986634
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-24",100.718220303221,62.6143715929782,132.778185452175,97.6356230239109,641.217142577181
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-27",104.202340701461,61.4470160574085,133.305002945295,98.3866773293922,650.332718646388
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-28",104.540463240362,62.7080119915894,132.452681698146,97.2081088880796,667.666651617384
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-30",100.551472632961,61.2335765631227,133.507974831841,99.4724665220786,625.037372418519
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-36",101.254729473439,62.6313439555695,132.879349928275,98.4511376177746,644.146092543416
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-40",101.227028933781,62.8012993936752,132.708986069281,97.8730629308499,646.290461389519
"ST_GBLUP_22.23","IL16LCSDH-09-T-2664-43",101.899079858359,62.6496191911358,132.878222732333,97.3723477947763,648.325877866945
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-8",91.3218676204878,61.6622200147364,132.361193034825,103.170090607995,577.887956133847
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-19",89.4306096978637,61.1663696339089,131.004790281312,98.4847856663078,570.1668628289
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-20",97.0108299836953,61.0815643526207,132.11284195763,94.0237210657284,609.845322172433
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-21",99.7965246307679,61.9092609475277,131.786169964613,93.644703749885,635.311830585896
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-22",101.140588099214,60.2489411696076,133.930419978382,95.2931725972966,618.350645917458
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-41",103.305891100483,61.2603428785946,131.924954024237,90.4969214578385,650.898852966563
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-42",93.7347768621159,63.4204926482191,130.319996135973,99.6972458202073,617.231890890792
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-52",100.589203797049,60.7145115195537,133.521078496468,97.2463206559882,621.019450879699
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-54",96.9540027737358,61.6310238756727,132.447136519722,91.934521298278,611.912630743272
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-69",86.9509112483707,61.9442144151302,131.261156202141,94.3874881896794,558.964032203331
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-70",89.8842003525848,61.7793333975261,130.974317341516,97.8693594683628,577.522795134475
"ST_GBLUP_22.23","IL16LCSDH-10-T-2665-75",85.1639437349883,62.3088119006667,132.13645480933,103.760731964843,545.550009877708
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-207",97.9885108082161,61.7805457400735,132.801600521994,102.000678201646,617.505450121489
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-212",100.38397441054,61.5340409273174,132.394180526493,96.5499431534383,632.57525417686
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-216",102.995927343545,61.1097808190271,132.411008097732,96.1011164920233,645.071376824051
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-225",97.7639314331724,61.5284470283018,131.54873379652,97.6616059021666,621.066934451063
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-231",89.973074148408,62.439972775039,132.030175694647,99.6738010187552,576.994653740858
"ST_GBLUP_22.23","IL16LCSDH-04-T-2659-232",97.9603502244667,60.4030871848556,132.317370482853,97.1316125070601,609.211368239519
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-202",97.1582057348873,61.1944821795014,131.818082342289,100.932001914639,613.253420656486
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-206",100.705699895953,58.7776748365506,132.234062122919,97.3393382373525,613.234415382572
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-212",96.8114253264483,59.3514760680023,131.182899594712,102.453160642345,600.362017127866
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-231",93.8577662648857,59.6910768828511,132.869928447699,100.509266154977,575.919717963125
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-234",99.5992292096284,60.607630815531,132.801771712542,100.821506791619,618.109626197378
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-201",98.0391505170593,60.9565897717144,132.105860669753,102.137709025745,615.19903877478
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-202",105.886018066801,60.1029616391396,133.028551316324,99.8347382437229,650.831103653584
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-203",102.739245480395,62.1123195400189,133.922045986821,97.1269894121102,643.392712320641
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-222",88.8226568401986,61.7293335122242,133.070559580702,103.274706378173,559.030260099666
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-225",94.3892265860975,62.5652184535587,133.366464126532,101.996568012243,598.074451052855
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-237",93.4572090468126,60.9845827632888,134.103642706302,94.6549947608278,576.368264584732
"ST_GBLUP_22.23","IL16LCSDH-07-T-2662-241",95.5563039570713,62.3215119040672,133.86709494752,95.3312111025451,600.729377057525
"ST_GBLUP_22.23","IL16LCSDH-11-T-2666-206",100.859697707306,60.6614747150881,132.102497417697,100.006340669319,630.075499442549
"ST_GBLUP_22.23","IL16LCSDH-11-T-2666-208",99.2454422689775,61.9852412293164,132.094932813094,94.9636518788213,630.799338779404
"ST_GBLUP_22.23","IL16LCSDH-11-T-2666-212",98.0784206254881,62.2396843983231,132.538087869004,98.0599064630849,623.119025282287
"ST_GBLUP_22.23","IL16LCSDH-11-T-2666-220",94.5868615037672,61.4753843192364,130.857347677822,97.4210575096118,604.920997501942
"ST_GBLUP_22.23","IL16LCSDH-01-T-863-5",95.0710883247121,61.2700381575592,132.339089002251,93.4669676897826,598.154011920804
"ST_GBLUP_22.23","IL16LCSDH-01-T-863-6",91.5646225933204,62.7594978046274,132.335487632767,101.192484097552,587.565108878642
"ST_GBLUP_22.23","IL16LCSDH-01-T-863-10",92.2899367743256,62.0075855958748,134.363060304292,100.944282612096,575.351372098045
"ST_GBLUP_22.23","IL16LCSDH-01-T-863-32",100.649772266552,61.8108762837578,133.691692497128,90.7697257217344,629.27393961874
"ST_GBLUP_22.23","IL16LCSDH-01-T-863-72",99.5118904357681,60.1938244498438,130.549980679326,96.426854945632,626.722435619913
"ST_GBLUP_22.23","IL16LCSDH-02-T-864-5",93.3297020677777,60.1356120341677,130.063014620311,101.331454575494,591.569604532585
"ST_GBLUP_22.23","IL16LCSDH-02-T-864-6",95.5290294447609,60.8771011412043,130.891945221919,97.8265187846869,605.955219741365
"ST_GBLUP_22.23","IL16LCSDH-02-T-864-8",91.8486184596145,60.7029039383375,130.587721458098,99.0217790387185,583.884555914519
"ST_GBLUP_22.23","IL16LCSDH-03-T-865-28",95.4158563006037,59.8118190472937,129.542756926282,93.818024580248,604.585309879511
"ST_GBLUP_22.23","IL16LCSDH-03-T-865-32",89.094719706287,59.6573255001168,132.942772583792,97.0669340724483,546.647392769661
"ST_GBLUP_22.23","IL16LCSDH-05-T-2660-3",97.314596087709,62.2342662819667,130.945474192746,99.7378819278688,627.127269091771
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-9",99.3680583211962,59.5664540774197,132.77438046369,95.2381161082227,608.57769749046
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-19",98.3297707798593,60.0448981962343,131.675841238493,99.3568699695212,612.178934700123
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-21",92.341864052991,60.4269871897432,131.369425451516,97.2575194980008,580.532966812361
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-39",95.4654517558882,59.9589313952657,131.072595824316,98.6878687668498,597.556879563094
"ST_GBLUP_22.23","IL16LCSDH-06-T-2661-228",103.576197719659,58.9834061274436,132.398847874566,96.5071077921309,631.072909731359
"ST_GBLUP_22.23","IL2022-10006",103.01646733263,60.2129143174693,132.590150624782,104.873997409477,636.816256802478
"ST_GBLUP_22.23","IL2022-1005",96.7526931939576,60.9451667822725,131.573074966552,96.4706136711592,610.190843038822
"ST_GBLUP_22.23","IL2022-10072",104.814577610965,60.9420168441582,131.218899921322,96.1314921509929,661.387456206689
"ST_GBLUP_22.23","IL2022-10131",96.4593929120457,61.8359299459835,133.274881458086,97.6025642288998,605.871803443208
"ST_GBLUP_22.23","IL2022-10176",99.1549413796406,60.3172780232373,132.25635123253,102.437924735434,616.116163660516
"ST_GBLUP_22.23","IL2022-10178",95.879810808213,59.2522648285809,132.515264570158,103.436060747916,586.666919808593
"ST_GBLUP_22.23","IL2022-1018",84.6651669780046,60.2754549159427,129.891289182904,100.985933859345,541.077061995522
"ST_GBLUP_22.23","IL2022-10212",94.3502956765413,59.7265258236128,131.847136891807,96.5976802837567,584.797458836071
"ST_GBLUP_22.23","IL2022-10225",98.4820668006797,59.7936109145254,131.721806110834,100.012007206458,610.864970968933
"ST_GBLUP_22.23","IL2022-10232",95.3202473699892,55.0032016365524,132.790471402041,91.2531719533728,549.401247279448
"ST_GBLUP_22.23","IL2022-10239",93.2424622935648,58.3412773196359,132.899233022653,88.5180226797729,561.990728714187
"ST_GBLUP_22.23","IL2022-10244",97.7233605174067,58.9114726359112,134.321689859155,93.0989678323989,585.040653294208
"ST_GBLUP_22.23","IL2022-10260",97.2043343094707,59.7713559210992,133.531158366695,95.7385869532518,593.006797950258
"ST_GBLUP_22.23","IL2022-10264",88.9002969354755,57.6154712259372,134.502799220373,95.4497712715763,522.34028162124
"ST_GBLUP_22.23","IL2022-10310",97.8188365149515,56.0726288411852,133.25919472113,92.738722367286,569.262213020849
"ST_GBLUP_22.23","IL2022-10318",95.3626196327688,57.6693156679138,132.903884440808,91.5570673347276,569.353381495816
"ST_GBLUP_22.23","IL2022-10352",96.7364588127192,57.4563273901986,134.211915918075,96.804999254324,568.515329024516
"ST_GBLUP_22.23","IL2022-10376",99.8456662761542,60.3493253427085,131.42515133126,96.1121924179185,625.149903215928
"ST_GBLUP_22.23","IL2022-10377",88.2749706535401,56.6003304542621,130.281075174985,92.5347940513682,534.836547106494
"ST_GBLUP_22.23","IL2022-10404",107.594927165769,60.3916154630538,132.95090684166,92.725868721828,664.072711666187
"ST_GBLUP_22.23","IL2022-10405",104.991765115633,59.354398052211,132.817687175384,93.398210337989,640.303858537638
